case_id,family_id,target_service,target_metric,alert_service,alert_metric,maximum_change_service,maximum_change_metric,maximum_change_peak_residual_z,earliest_abnormal_service,earliest_abnormal_metric,earliest_abnormal_residual_z,change_order_pairs,change_order_offsets,retrieval_service_text,retrieval_line_text
S09_payment_dns_fault_run_04,S09_payment_dns_fault,payment,cpu_usage,payment,cpu_usage,payment,cpu_usage,2885.12709244,payment,cpu_usage,574.658480582,cart/latency_p95;email/latency_p95;frontend/request_count;cart/request_count;recommendation/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S09_payment_dns_fault_run_04 family_id S09_payment_dns_fault region eu slot_top_service payment slot_top_metric cpu_usage slot_top_delta_pct +30206.40% slot_top_residual_z 2885.13 change_start_service payment change_start_metric cpu_usage change_start_offset -10.7m change_start_delta_pct +6016.50% change_start_residual_z 574.66 sequence_rank1_service cart sequence_rank1_metric latency_p95 sequence_rank1_offset -10.8m sequence_rank2_service email sequence_rank2_metric latency_p95 sequence_rank2_offset -10.8m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service cart sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service payment slot_rank1_metric cpu_usage slot_rank2_service recommendation slot_rank2_metric latency_p95 slot_rank3_service cart slot_rank3_metric latency_p95 slot_rank4_service email slot_rank4_metric latency_p95 slot_rank5_service ad slot_rank5_metric latency_p95,rank 1 service cart metric latency_p95 earliest_residual_z -0.71 peak_residual_z 13.29 rank 2 service email metric latency_p95 earliest_residual_z -0.44 peak_residual_z 9.02 rank 3 service frontend metric request_count earliest_residual_z 2.22 peak_residual_z 4.60 rank 4 service cart metric request_count earliest_residual_z 2.23 peak_residual_z 4.54 rank 5 service recommendation metric request_count earliest_residual_z 2.06 peak_residual_z 4.57
S09_payment_dns_fault_run_05,S09_payment_dns_fault,payment,cpu_usage,product-catalog,pod_restart_count,product-catalog,pod_restart_count,5000000,payment,cpu_usage,76.8071086829,payment/cpu_usage;cart/request_count;frontend/request_count;ad/request_count;recommendation/request_count,-11.0m;-11.0m;-11.0m;-11.0m;-11.0m,incident_id S09_payment_dns_fault_run_05 family_id S09_payment_dns_fault region us slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 5000000.00 change_start_service payment change_start_metric cpu_usage change_start_offset -11.0m change_start_delta_pct +1276.72% change_start_residual_z 76.81 sequence_rank1_service payment sequence_rank1_metric cpu_usage sequence_rank1_offset -11.0m sequence_rank2_service cart sequence_rank2_metric request_count sequence_rank2_offset -11.0m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -11.0m sequence_rank4_service ad sequence_rank4_metric request_count sequence_rank4_offset -11.0m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -11.0m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service payment slot_rank2_metric cpu_usage slot_rank3_service ad slot_rank3_metric latency_p95 slot_rank4_service cart slot_rank4_metric latency_p95 slot_rank5_service cart slot_rank5_metric request_count,rank 1 service payment metric cpu_usage earliest_residual_z 76.81 peak_residual_z 2517.13 rank 2 service cart metric request_count earliest_residual_z -0.39 peak_residual_z 9.96 rank 3 service frontend metric request_count earliest_residual_z -0.38 peak_residual_z 9.42 rank 4 service ad metric request_count earliest_residual_z -0.39 peak_residual_z 9.66 rank 5 service recommendation metric request_count earliest_residual_z -0.33 peak_residual_z 8.50
S09_payment_dns_fault_run_06,S09_payment_dns_fault,payment,cpu_usage,product-catalog,pod_restart_count,product-catalog,pod_restart_count,6000000,payment,cpu_usage,503.337878197,cart/request_count;frontend/request_count;ad/request_count;recommendation/request_count;checkout/request_count,-11.0m;-11.0m;-11.0m;-11.0m;-11.0m,incident_id S09_payment_dns_fault_run_06 family_id S09_payment_dns_fault region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 6000000.00 change_start_service payment change_start_metric cpu_usage change_start_offset -10.8m change_start_delta_pct +5101.19% change_start_residual_z 503.34 sequence_rank1_service cart sequence_rank1_metric request_count sequence_rank1_offset -11.0m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -11.0m sequence_rank3_service ad sequence_rank3_metric request_count sequence_rank3_offset -11.0m sequence_rank4_service recommendation sequence_rank4_metric request_count sequence_rank4_offset -11.0m sequence_rank5_service checkout sequence_rank5_metric request_count sequence_rank5_offset -11.0m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service payment slot_rank2_metric cpu_usage slot_rank3_service ad slot_rank3_metric latency_p95 slot_rank4_service kafka slot_rank4_metric cpu_usage slot_rank5_service cart slot_rank5_metric latency_p95,rank 1 service cart metric request_count earliest_residual_z -0.38 peak_residual_z 7.38 rank 2 service frontend metric request_count earliest_residual_z -0.37 peak_residual_z 7.28 rank 3 service ad metric request_count earliest_residual_z -0.37 peak_residual_z 7.18 rank 4 service recommendation metric request_count earliest_residual_z -0.36 peak_residual_z 6.29 rank 5 service checkout metric request_count earliest_residual_z -0.36 peak_residual_z 6.89
S09_payment_dns_fault_run_07,S09_payment_dns_fault,payment,cpu_usage,product-catalog,memory_usage,product-catalog,memory_usage,-0.218453999098,product-catalog,memory_usage,,product-catalog/memory_usage,n/a,incident_id S09_payment_dns_fault_run_07 family_id S09_payment_dns_fault region us slot_top_service product-catalog slot_top_metric memory_usage slot_top_delta_pct -1.09% slot_top_residual_z -0.22 change_start_service product-catalog change_start_metric memory_usage change_start_offset na change_start_delta_pct na change_start_residual_z 0.00 sequence_rank1_service product-catalog sequence_rank1_metric memory_usage sequence_rank1_offset na slot_rank1_service product-catalog slot_rank1_metric memory_usage slot_rank2_service payment slot_rank2_metric memory_usage slot_rank3_service email slot_rank3_metric memory_usage slot_rank4_service frontend slot_rank4_metric memory_usage slot_rank5_service recommendation slot_rank5_metric memory_usage,rank 1 service product-catalog metric memory_usage earliest_residual_z 0.00 peak_residual_z -0.22
S09_payment_dns_fault_run_08,S09_payment_dns_fault,payment,cpu_usage,payment,cpu_usage,payment,cpu_usage,5000.98677384,payment,cpu_usage,1580.03587513,cart/latency_p95;recommendation/dependency_error_ratio;product-catalog/latency_p95;frontend/latency_p95;recommendation/latency_p95,-9.5m;-9.5m;-9.5m;-9.5m;-9.5m,incident_id S09_payment_dns_fault_run_08 family_id S09_payment_dns_fault region us slot_top_service payment slot_top_metric cpu_usage slot_top_delta_pct +34556.65% slot_top_residual_z 5000.99 change_start_service payment change_start_metric cpu_usage change_start_offset -9.2m change_start_delta_pct +10918.00% change_start_residual_z 1580.04 sequence_rank1_service cart sequence_rank1_metric latency_p95 sequence_rank1_offset -9.5m sequence_rank2_service recommendation sequence_rank2_metric dependency_error_ratio sequence_rank2_offset -9.5m sequence_rank3_service product-catalog sequence_rank3_metric latency_p95 sequence_rank3_offset -9.5m sequence_rank4_service frontend sequence_rank4_metric latency_p95 sequence_rank4_offset -9.5m sequence_rank5_service recommendation sequence_rank5_metric latency_p95 sequence_rank5_offset -9.5m slot_rank1_service payment slot_rank1_metric cpu_usage slot_rank2_service cart slot_rank2_metric latency_p95 slot_rank3_service kafka slot_rank3_metric queue_lag slot_rank4_service recommendation slot_rank4_metric dependency_error_ratio slot_rank5_service email slot_rank5_metric latency_p95,rank 1 service cart metric latency_p95 earliest_residual_z -0.81 peak_residual_z 47.02 rank 2 service recommendation metric dependency_error_ratio earliest_residual_z 5.73 peak_residual_z 5.73 rank 3 service product-catalog metric latency_p95 earliest_residual_z -0.44 peak_residual_z 2.97 rank 4 service frontend metric latency_p95 earliest_residual_z -0.76 peak_residual_z 2.00 rank 5 service recommendation metric latency_p95 earliest_residual_z -1.26 peak_residual_z -1.26
S09_payment_dns_fault_run_09,S09_payment_dns_fault,payment,cpu_usage,ad,latency_p95,ad,latency_p95,32.8707915205,ad,latency_p95,32.8707915205,recommendation/latency_p95;email/latency_p95;frontend/latency_p95;product-catalog/latency_p95;ad/request_count,-9.5m;-9.5m;-9.5m;-9.5m;-9.5m,incident_id S09_payment_dns_fault_run_09 family_id S09_payment_dns_fault region eu slot_top_service ad slot_top_metric latency_p95 slot_top_delta_pct +1075.95% slot_top_residual_z 32.87 change_start_service ad change_start_metric latency_p95 change_start_offset -8.5m change_start_delta_pct +1075.95% change_start_residual_z 32.87 sequence_rank1_service recommendation sequence_rank1_metric latency_p95 sequence_rank1_offset -9.5m sequence_rank2_service email sequence_rank2_metric latency_p95 sequence_rank2_offset -9.5m sequence_rank3_service frontend sequence_rank3_metric latency_p95 sequence_rank3_offset -9.5m sequence_rank4_service product-catalog sequence_rank4_metric latency_p95 sequence_rank4_offset -9.5m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -9.5m slot_rank1_service ad slot_rank1_metric latency_p95 slot_rank2_service payment slot_rank2_metric cpu_usage slot_rank3_service ad slot_rank3_metric cpu_usage slot_rank4_service recommendation slot_rank4_metric dependency_error_ratio slot_rank5_service recommendation slot_rank5_metric latency_p95,rank 1 service recommendation metric latency_p95 earliest_residual_z 0.87 peak_residual_z 3.76 rank 2 service email metric latency_p95 earliest_residual_z -0.55 peak_residual_z 2.99 rank 3 service frontend metric latency_p95 earliest_residual_z 1.39 peak_residual_z 2.45 rank 4 service product-catalog metric latency_p95 earliest_residual_z 0.82 peak_residual_z 3.17 rank 5 service ad metric request_count earliest_residual_z -0.30 peak_residual_z 5.29
S09_payment_dns_fault_run_10,S09_payment_dns_fault,payment,cpu_usage,payment,cpu_usage,payment,cpu_usage,7414.75642828,email,latency_p95,23.7442376911,ad/request_count;recommendation/request_count;cart/request_count;product-catalog/request_count;frontend/request_count,-9.3m;-9.3m;-9.3m;-9.3m;-9.3m,incident_id S09_payment_dns_fault_run_10 family_id S09_payment_dns_fault region us slot_top_service payment slot_top_metric cpu_usage slot_top_delta_pct +37073.78% slot_top_residual_z 7414.76 change_start_service email change_start_metric latency_p95 change_start_offset -8.5m change_start_delta_pct +694.33% change_start_residual_z 23.74 sequence_rank1_service ad sequence_rank1_metric request_count sequence_rank1_offset -9.3m sequence_rank2_service recommendation sequence_rank2_metric request_count sequence_rank2_offset -9.3m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -9.3m sequence_rank4_service product-catalog sequence_rank4_metric request_count sequence_rank4_offset -9.3m sequence_rank5_service frontend sequence_rank5_metric request_count sequence_rank5_offset -9.3m slot_rank1_service payment slot_rank1_metric cpu_usage slot_rank2_service cart slot_rank2_metric latency_p95 slot_rank3_service email slot_rank3_metric latency_p95 slot_rank4_service ad slot_rank4_metric latency_p95 slot_rank5_service kafka slot_rank5_metric queue_lag,rank 1 service ad metric request_count earliest_residual_z -0.26 peak_residual_z 7.25 rank 2 service recommendation metric request_count earliest_residual_z -0.33 peak_residual_z 3.51 rank 3 service cart metric request_count earliest_residual_z -0.39 peak_residual_z 3.22 rank 4 service product-catalog metric request_count earliest_residual_z -0.43 peak_residual_z 2.54 rank 5 service frontend metric request_count earliest_residual_z -0.47 peak_residual_z 2.52
S09_payment_dns_fault_run_11,S09_payment_dns_fault,payment,cpu_usage,cart,latency_p95,cart,latency_p95,5.95915167246,cart,latency_p95,-0.917086095163,cart/latency_p95;recommendation/latency_p95;frontend/latency_p95;ad/dependency_error_ratio;ad/request_count,-9.3m;-9.3m;-9.3m;-9.3m;-9.3m,incident_id S09_payment_dns_fault_run_11 family_id S09_payment_dns_fault region eu slot_top_service cart slot_top_metric latency_p95 slot_top_delta_pct +176.19% slot_top_residual_z 5.96 change_start_service cart change_start_metric latency_p95 change_start_offset -9.3m change_start_delta_pct -27.12% change_start_residual_z -0.92 sequence_rank1_service cart sequence_rank1_metric latency_p95 sequence_rank1_offset -9.3m sequence_rank2_service recommendation sequence_rank2_metric latency_p95 sequence_rank2_offset -9.3m sequence_rank3_service frontend sequence_rank3_metric latency_p95 sequence_rank3_offset -9.3m sequence_rank4_service ad sequence_rank4_metric dependency_error_ratio sequence_rank4_offset -9.3m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -9.3m slot_rank1_service cart slot_rank1_metric latency_p95 slot_rank2_service recommendation slot_rank2_metric dependency_error_ratio slot_rank3_service payment slot_rank3_metric cpu_usage slot_rank4_service ad slot_rank4_metric latency_p95 slot_rank5_service recommendation slot_rank5_metric latency_p95,rank 1 service cart metric latency_p95 earliest_residual_z -0.92 peak_residual_z 5.96 rank 2 service recommendation metric latency_p95 earliest_residual_z 0.81 peak_residual_z 3.50 rank 3 service frontend metric latency_p95 earliest_residual_z -0.66 peak_residual_z 2.36 rank 4 service ad metric dependency_error_ratio earliest_residual_z 4.07 peak_residual_z 4.07 rank 5 service ad metric request_count earliest_residual_z 1.33 peak_residual_z 6.35
S10_productcatalog_failure_run_01,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,3000000,product-catalog,pod_restart_count,3000000,frontend/request_count;cart/request_count;product-catalog/cpu_usage;recommendation/request_count;ad/request_count,-9.3m;-9.3m;-9.3m;-9.3m;-9.3m,incident_id S10_productcatalog_failure_run_01 family_id S10_productcatalog_failure region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -9.2m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service frontend sequence_rank1_metric request_count sequence_rank1_offset -9.3m sequence_rank2_service cart sequence_rank2_metric request_count sequence_rank2_offset -9.3m sequence_rank3_service product-catalog sequence_rank3_metric cpu_usage sequence_rank3_offset -9.3m sequence_rank4_service recommendation sequence_rank4_metric request_count sequence_rank4_offset -9.3m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -9.3m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service recommendation slot_rank2_metric dependency_error_ratio slot_rank3_service frontend slot_rank3_metric error_ratio slot_rank4_service checkout slot_rank4_metric error_ratio slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service frontend metric request_count earliest_residual_z -0.42 peak_residual_z 2.99 rank 2 service cart metric request_count earliest_residual_z -0.42 peak_residual_z 2.90 rank 3 service product-catalog metric cpu_usage earliest_residual_z -1.08 peak_residual_z -2.99 rank 4 service recommendation metric request_count earliest_residual_z -0.41 peak_residual_z 2.92 rank 5 service ad metric request_count earliest_residual_z -0.41 peak_residual_z 2.62
S10_productcatalog_failure_run_02,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,3000000,product-catalog,pod_restart_count,2000000,product-catalog/pod_restart_count;product-catalog/memory_usage;frontend/request_count;cart/request_count;recommendation/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S10_productcatalog_failure_run_02 family_id S10_productcatalog_failure region ap slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -10.8m change_start_delta_pct na change_start_residual_z 2000000.00 sequence_rank1_service product-catalog sequence_rank1_metric pod_restart_count sequence_rank1_offset -10.8m sequence_rank2_service product-catalog sequence_rank2_metric memory_usage sequence_rank2_offset -10.8m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service cart sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service recommendation slot_rank2_metric dependency_error_ratio slot_rank3_service checkout slot_rank3_metric error_ratio slot_rank4_service frontend slot_rank4_metric error_ratio slot_rank5_service frontend slot_rank5_metric http_5xx_ratio,rank 1 service product-catalog metric pod_restart_count earliest_residual_z 2000000.00 peak_residual_z 3000000.00 rank 2 service product-catalog metric memory_usage earliest_residual_z 4.17 peak_residual_z -19.20 rank 3 service frontend metric request_count earliest_residual_z -0.43 peak_residual_z 3.14 rank 4 service cart metric request_count earliest_residual_z -0.43 peak_residual_z 2.94 rank 5 service recommendation metric request_count earliest_residual_z -0.43 peak_residual_z 3.27
S10_productcatalog_failure_run_03,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,3000000,product-catalog,pod_restart_count,3000000,product-catalog/pod_restart_count;product-catalog/memory_usage;product-catalog/request_count;frontend/request_count;cart/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S10_productcatalog_failure_run_03 family_id S10_productcatalog_failure region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -10.8m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service product-catalog sequence_rank1_metric pod_restart_count sequence_rank1_offset -10.8m sequence_rank2_service product-catalog sequence_rank2_metric memory_usage sequence_rank2_offset -10.8m sequence_rank3_service product-catalog sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service frontend sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service cart sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service recommendation slot_rank2_metric dependency_error_ratio slot_rank3_service checkout slot_rank3_metric error_ratio slot_rank4_service frontend slot_rank4_metric error_ratio slot_rank5_service frontend slot_rank5_metric http_5xx_ratio,rank 1 service product-catalog metric pod_restart_count earliest_residual_z 3000000.00 peak_residual_z 3000000.00 rank 2 service product-catalog metric memory_usage earliest_residual_z 4.46 peak_residual_z -19.13 rank 3 service product-catalog metric request_count earliest_residual_z -0.43 peak_residual_z 33276.85 rank 4 service frontend metric request_count earliest_residual_z -0.43 peak_residual_z 2.94 rank 5 service cart metric request_count earliest_residual_z -0.43 peak_residual_z 2.67
S10_productcatalog_failure_run_04,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,3000000,product-catalog,pod_restart_count,3000000,product-catalog/pod_restart_count;product-catalog/memory_usage;frontend/request_count;cart/request_count;recommendation/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S10_productcatalog_failure_run_04 family_id S10_productcatalog_failure region ap slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -10.8m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service product-catalog sequence_rank1_metric pod_restart_count sequence_rank1_offset -10.8m sequence_rank2_service product-catalog sequence_rank2_metric memory_usage sequence_rank2_offset -10.8m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service cart sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service recommendation slot_rank2_metric dependency_error_ratio slot_rank3_service checkout slot_rank3_metric error_ratio slot_rank4_service frontend slot_rank4_metric error_ratio slot_rank5_service frontend slot_rank5_metric http_5xx_ratio,rank 1 service product-catalog metric pod_restart_count earliest_residual_z 3000000.00 peak_residual_z 3000000.00 rank 2 service product-catalog metric memory_usage earliest_residual_z 4.21 peak_residual_z -19.18 rank 3 service frontend metric request_count earliest_residual_z -0.43 peak_residual_z 2.98 rank 4 service cart metric request_count earliest_residual_z -0.43 peak_residual_z 2.51 rank 5 service recommendation metric request_count earliest_residual_z -0.43 peak_residual_z 3.41
S10_productcatalog_failure_run_05,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,3000000,product-catalog,pod_restart_count,3000000,product-catalog/pod_restart_count;product-catalog/memory_usage;recommendation/dependency_error_ratio;frontend/error_ratio;checkout/error_ratio,-11.0m;-11.0m;-11.0m;-11.0m;-11.0m,incident_id S10_productcatalog_failure_run_05 family_id S10_productcatalog_failure region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -11.0m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service product-catalog sequence_rank1_metric pod_restart_count sequence_rank1_offset -11.0m sequence_rank2_service product-catalog sequence_rank2_metric memory_usage sequence_rank2_offset -11.0m sequence_rank3_service recommendation sequence_rank3_metric dependency_error_ratio sequence_rank3_offset -11.0m sequence_rank4_service frontend sequence_rank4_metric error_ratio sequence_rank4_offset -11.0m sequence_rank5_service checkout sequence_rank5_metric error_ratio sequence_rank5_offset -11.0m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service product-catalog slot_rank2_metric memory_usage slot_rank3_service recommendation slot_rank3_metric dependency_error_ratio slot_rank4_service frontend slot_rank4_metric error_ratio slot_rank5_service checkout slot_rank5_metric error_ratio,rank 1 service product-catalog metric pod_restart_count earliest_residual_z 3000000.00 peak_residual_z 3000000.00 rank 2 service product-catalog metric memory_usage earliest_residual_z -4.40 peak_residual_z -16.47 rank 3 service recommendation metric dependency_error_ratio earliest_residual_z 2.72 peak_residual_z 4.24 rank 4 service frontend metric error_ratio earliest_residual_z 2.83 peak_residual_z 3.14 rank 5 service checkout metric error_ratio earliest_residual_z 3.05 peak_residual_z 3.05
S10_productcatalog_failure_run_06,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,3000000,product-catalog,pod_restart_count,3000000,product-catalog/pod_running_count;frontend/cpu_usage;cart/request_count;frontend/request_count;recommendation/request_count,-11.0m;-11.0m;-11.0m;-11.0m;-11.0m,incident_id S10_productcatalog_failure_run_06 family_id S10_productcatalog_failure region ap slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -10.8m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service product-catalog sequence_rank1_metric pod_running_count sequence_rank1_offset -11.0m sequence_rank2_service frontend sequence_rank2_metric cpu_usage sequence_rank2_offset -11.0m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -11.0m sequence_rank4_service frontend sequence_rank4_metric request_count sequence_rank4_offset -11.0m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -11.0m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service ad slot_rank2_metric cpu_usage slot_rank3_service recommendation slot_rank3_metric dependency_error_ratio slot_rank4_service frontend slot_rank4_metric error_ratio slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service product-catalog metric pod_running_count earliest_residual_z 0.00 peak_residual_z 3000000.00 rank 2 service frontend metric cpu_usage earliest_residual_z 1.69 peak_residual_z 3.41 rank 3 service cart metric request_count earliest_residual_z -0.27 peak_residual_z 4.77 rank 4 service frontend metric request_count earliest_residual_z -0.27 peak_residual_z 4.71 rank 5 service recommendation metric request_count earliest_residual_z -0.27 peak_residual_z 4.94
S10_productcatalog_failure_run_07,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,1000000,product-catalog,pod_restart_count,1000000,frontend/latency_p95;email/cpu_usage;cart/latency_p95;product-catalog/latency_p95;checkout/request_count,-9.7m;-9.7m;-9.7m;-9.7m;-9.7m,incident_id S10_productcatalog_failure_run_07 family_id S10_productcatalog_failure region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 1000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -9.5m change_start_delta_pct na change_start_residual_z 1000000.00 sequence_rank1_service frontend sequence_rank1_metric latency_p95 sequence_rank1_offset -9.7m sequence_rank2_service email sequence_rank2_metric cpu_usage sequence_rank2_offset -9.7m sequence_rank3_service cart sequence_rank3_metric latency_p95 sequence_rank3_offset -9.7m sequence_rank4_service product-catalog sequence_rank4_metric latency_p95 sequence_rank4_offset -9.7m sequence_rank5_service checkout sequence_rank5_metric request_count sequence_rank5_offset -9.7m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service checkout slot_rank2_metric error_ratio slot_rank3_service checkout slot_rank3_metric dependency_error_ratio slot_rank4_service checkout slot_rank4_metric latency_p95 slot_rank5_service product-catalog slot_rank5_metric memory_usage,rank 1 service frontend metric latency_p95 earliest_residual_z 1.84 peak_residual_z 1.84 rank 2 service email metric cpu_usage earliest_residual_z -0.97 peak_residual_z 1.77 rank 3 service cart metric latency_p95 earliest_residual_z 1.16 peak_residual_z 1.16 rank 4 service product-catalog metric latency_p95 earliest_residual_z 0.85 peak_residual_z -1.37 rank 5 service checkout metric request_count earliest_residual_z 1.56 peak_residual_z 5.29
S10_productcatalog_failure_run_08,S10_productcatalog_failure,product-catalog,pod_restart_count,product-catalog,pod_restart_count,product-catalog,pod_restart_count,1000000,product-catalog,pod_restart_count,1000000,product-catalog/pod_restart_count;ad/request_count;cart/request_count;checkout/request_count;recommendation/request_count,-9.5m;-9.5m;-9.5m;-9.5m;-9.5m,incident_id S10_productcatalog_failure_run_08 family_id S10_productcatalog_failure region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 1000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -9.5m change_start_delta_pct na change_start_residual_z 1000000.00 sequence_rank1_service product-catalog sequence_rank1_metric pod_restart_count sequence_rank1_offset -9.5m sequence_rank2_service ad sequence_rank2_metric request_count sequence_rank2_offset -9.5m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -9.5m sequence_rank4_service checkout sequence_rank4_metric request_count sequence_rank4_offset -9.5m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -9.5m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service checkout slot_rank2_metric error_ratio slot_rank3_service checkout slot_rank3_metric dependency_error_ratio slot_rank4_service checkout slot_rank4_metric latency_p95 slot_rank5_service product-catalog slot_rank5_metric memory_usage,rank 1 service product-catalog metric pod_restart_count earliest_residual_z 1000000.00 peak_residual_z 1000000.00 rank 2 service ad metric request_count earliest_residual_z -0.29 peak_residual_z 10.03 rank 3 service cart metric request_count earliest_residual_z -0.33 peak_residual_z 6.62 rank 4 service checkout metric request_count earliest_residual_z -0.25 peak_residual_z 5.84 rank 5 service recommendation metric request_count earliest_residual_z -0.31 peak_residual_z 4.74
